srn,city,approved,notes,id,name,zip_code,county,full_address,geometry,source_id,fce
N5488,MIDLAND,9/13/2011,General PTI,N5488,BIERLEIN DEMOLITION CONTRACT,48642.0,MIDLAND,"2000 BAY CITY ROAD, MIDLAND, MI","[-84.2040813, 43.6044708]",,0.0
N6004,MIDLAND,12/19/2007,Rolled into ROP,N6004,CITY OF MIDLAND UTILITIES DIVISION,48642.0,MIDLAND,"4311 E. ASHMAN ST., MIDLAND, MI","[-84.174539, 43.6314037]",N6004,2.0
N6004,MIDLAND,2/7/2012,Rolled into ROP,N6004,CITY OF MIDLAND UTILITIES DIVISION,48642.0,MIDLAND,"4311 E. ASHMAN ST., MIDLAND, MI","[-84.174539, 43.6314037]",N6004,2.0
N6251,MIDLAND,2/8/2002,Rolled into ROP,N6251,CABOT CORPORATION,48640.0,MIDLAND,"3603 S SAGINAW ROAD, MIDLAND, MI","[-84.2075819, 43.60051600000001]",N6251,1.0
N6251,MIDLAND,4/24/2019,,N6251,CABOT CORPORATION,48640.0,MIDLAND,"3603 S SAGINAW ROAD, MIDLAND, MI","[-84.2075819, 43.60051600000001]",N6251,1.0
N6306,MIDLAND,12/2/1999,General PTI,N6306,HANLEE EQUIPMENT LLC,48657.0,MIDLAND,"62 EAST SAGINAW ROAD, SANFORD, MI","[-84.3654181, 43.6660906]",,0.0
N6306,MIDLAND,8/5/2014,,N6306,HANLEE EQUIPMENT LLC,48657.0,MIDLAND,"62 EAST SAGINAW ROAD, SANFORD, MI","[-84.3654181, 43.6660906]",,0.0
N6306,DECKERVILLE,7/6/2015,,N6306,HANLEE EQUIPMENT LLC,48657.0,MIDLAND,"62 EAST SAGINAW ROAD, SANFORD, MI","[-84.3654181, 43.6660906]",,0.0
N6801,MIDLAND,9/14/2015,,N6801,ENVIROTECH COATINGS LLC,48642.0,MIDLAND,"1900 AUSTIN ST, MIDLAND, MI","[-84.20487299999999, 43.6055918]",N6801,2.0
N8056,MIDLAND,6/24/2008,General PTI,N8056,"LAKE PAINTING, INC.",48640.0,MIDLAND,"2877 VENTURE DR, MIDLAND, MI","[-84.25205930000001, 43.59337319999999]",,0.0
P0091,MIDLAND,6/7/2012,,P0091,"XALT ENERGY, LLC",48640.0,MIDLAND,"2700 S SAGINAW RD, MIDLAND, MI","[-84.20797460000001, 43.6052355]",,0.0
P0091,MIDLAND,7/2/2018,,P0091,"XALT ENERGY, LLC",48640.0,MIDLAND,"2700 S SAGINAW RD, MIDLAND, MI","[-84.20797460000001, 43.6052355]",,0.0
P0111,MIDLAND,10/25/2010,,P0111,MCKAY PRESS INC,48642.0,MIDLAND,"7600 WEST WACKERLY STREET, MIDLAND, MI","[-84.3172234, 43.6571683]",P0111,2.0
P0555,MIDLAND,10/15/2014,General PTI,P0555,"FALCON ROAD MAINTENANCE EQUIPMENT, LLC",48642.0,MIDLAND,"120 WALDO AVENUE, MIDLAND, MI","[-84.18682369999999, 43.5990699]",,0.0
P0698,MIDLAND,10/19/2018,,P0698,CINTAS CORPORATION,48640.0,MIDLAND,"421 BAYLISS STREET, MIDLAND, MI","[-84.2242981, 43.6229533]",P0698,2.0
P1025,MIDLAND,4/14/2016,Rolled into ROP,P1025,TRINSEO LLC,48667.0,MIDLAND,"1604 BUILDING, MIDLAND, MI","[-84.2432322, 43.61545960000001]",,0.0
P1027,MIDLAND,1/27/2020,Rolled into ROP,P1027,"DDP SPECIALTY ELECTRONIC MATERIALS US, LLC",48667.0,MIDLAND,"3400 S. SAGINAW RD  UNIT 96, MIDLAND, MI","[-84.2078293, 43.6017833]",,0.0
P1027,MIDLAND,3/23/2020,Rolled into ROP,P1027,"DDP SPECIALTY ELECTRONIC MATERIALS US, LLC",48667.0,MIDLAND,"3400 S. SAGINAW RD  UNIT 96, MIDLAND, MI","[-84.2078293, 43.6017833]",,0.0
P1027,MIDLAND,3/24/2020,,P1027,"DDP SPECIALTY ELECTRONIC MATERIALS US, LLC",48667.0,MIDLAND,"3400 S. SAGINAW RD  UNIT 96, MIDLAND, MI","[-84.2078293, 43.6017833]",,0.0
P1028,MIDLAND,7/1/2021,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,11/1/2021,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,1/23/2020,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,3/26/2020,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,6/2/2020,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,2/5/2021,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,2/5/2021,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
P1028,MIDLAND,2/5/2021,,P1028,CORTEVA AGRISCIENCE LLC,48667.0,MIDLAND,"701 WASHINGTON STREET, MIDLAND, MI","[-84.2174684, 43.6067927]",,0.0
N1350,SANFORD,1/15/2020,General PTI,N1350,NATIONAL INDUSTRIAL SHOP COATINGS,48657.0,MIDLAND,"2600 W RIVER RD, SANFORD, MI","[-84.3920254, 43.6856982]",,0.0
N1350,SANFORD,4/21/2020,,N1350,NATIONAL INDUSTRIAL SHOP COATINGS,48657.0,MIDLAND,"2600 W RIVER RD, SANFORD, MI","[-84.3920254, 43.6856982]",,0.0
P1200,CADILLAC,6/15/2021,General PTI,P1200,"CALLAHAN SUPPLY, LLC",49544.0,KENT,"10578 LINDEN DRIVE NW, GRAND RAPIDS, MI","[-85.8647668, 42.9622783]",,0.0
N6488,LAKE CITY,3/20/2000,General PTI,,,,,,,,
N7313,LAKE CITY,12/19/2003,,N7313,NORTHERN MICHIGAN CREMATION SERVICES,49651.0,MISSAUKEE,"15 KALKASKA RD., LAKE CITY, MI","[-85.2102216, 44.3199168]",,0.0
N7810,LAKE CITY,10/19/2012,,N7810,BIEWER SAWMILL - LAKE CITY LLC,49651.0,MISSAUKEE,"1560 WEST HOUGHTON LAKE RD, LAKE CITY, MI","[-85.1263065, 44.3386001]",,0.0
N1160,MCBAIN,10/7/1999,Rolled into ROP,N1160,VIKING ENERGY OF MCBAIN,49657.0,MISSAUKEE,"6751 W. GERWOUDE DR., MCBAIN, MI","[-85.220434, 44.2034943]",N1160,4.0
N1722,MCBAIN,9/6/2018,,N1722,BIEWER SAWMILL INC,49657.0,MISSAUKEE,"6251 GERWOUDE DR, MCBAIN, MI","[-85.21823959999999, 44.1998428]",N1722,1.0
N1722,MCBAIN,1/20/2021,,N1722,BIEWER SAWMILL INC,49657.0,MISSAUKEE,"6251 GERWOUDE DR, MCBAIN, MI","[-85.21823959999999, 44.1998428]",N1722,1.0
N1722,MCBAIN,4/12/2021,,N1722,BIEWER SAWMILL INC,49657.0,MISSAUKEE,"6251 GERWOUDE DR, MCBAIN, MI","[-85.21823959999999, 44.1998428]",N1722,1.0
N6749,MERRITT,1/25/2000,General PTI,N6749,"CARRICK TRUCKING  & GRAVEL, INC.",48629.0,ROSCOMMON,"7535 WEST EMERY ROAD, HOUGHTON LAKE, MI","[-84.767276, 44.2763783]",,0.0
P0562,RIVERSIDE TOWNSHIP,10/3/2019,,P0562,COBRA - STATE MARION & RIVERSIDE 14-36,48770.0,MISSAUKEE,"SW 1/4 OF NE/4, SECTION 36, T21N R7W, MCBAIN, MI","[-85.21337559999999, 44.1936227]",,0.0
B1877,CARLETON,6/4/2001,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
B1877,CARLETON,10/8/2014,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
B1877,CARLETON,1/17/2018,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
B1877,CARLETON,5/31/2018,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
B1877,CARLETON,9/4/2018,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
B1877,CARLETON,3/25/2020,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
B1877,CARLETON,7/9/2020,Rolled into ROP,B1877,GUARDIAN INDUSTRIES-CARLETON,48117.0,MONROE,"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]",B1877,4.0
P0552,CARLETON,10/7/2014,General PTI,P0552,"CARDINAL AGGREGATE, INC.",48117.0,MONROE,"200 MATLIN ROAD, CARLETON, MI","[-83.3847816, 42.0721587]",,0.0
B1743,DUNDEE,3/20/2000,Revised,,,,,,,,
N7228,DUNDEE,3/14/2011,Rolled into ROP,N7228,FCA US LLC - DUNDEE ENGINE PLANT,48131.0,MONROE,"5800 N. ANN ARBOR RD, DUNDEE, MI","[-83.67268969999999, 41.9797579]",N7228,2.0
N7228,DUNDEE,8/22/2019,Rolled into ROP,N7228,FCA US LLC - DUNDEE ENGINE PLANT,48131.0,MONROE,"5800 N. ANN ARBOR RD, DUNDEE, MI","[-83.67268969999999, 41.9797579]",N7228,2.0
P0635,DUNDEE,3/17/2017,,P0635,OLDCASTLE,48131.0,MONROE,"15215 DAY ROAD, DUNDEE, MI","[-83.65811599999999, 41.9940621]",,0.0
P0656,DUNDEE,1/29/2016,,P0656,"DUNDEE CASTINGS COMPANY, INC.",48131.0,MONROE,"500 YPSILANTI STREET, DUNDEE, MI","[-83.6579498, 41.9630439]",,0.0
P1018,DUNDEE,7/3/2019,,P1018,GREAT LAKES RUBBER,48131.0,MONROE,"5555 N. ANN ARBOR ROAD, DUNDEE, MI","[-83.6745681, 41.9772308]",,0.0
P1174,DUNDEE,3/30/2021,,P1174,"CLEAN TECH, INC.",48131.0,MONROE,"620 DUNDEE AZALIA, DUNDEE, MI","[-83.655284, 41.9877881]",,0.0
P1189,DUNDEE,5/4/2021,General PTI,P1189,AGGREGATE INDUSTRIES,48131.0,MONROE,"15215 DAY ROAD, DUNDEE, MI","[-83.65811599999999, 41.9940621]",,0.0
B7006,ERIE,9/29/2008,,B7006,HEIDTMAN STEEL PRODUCTS INC,48133.0,MONROE,"640 LAVOY RD, ERIE, MI","[-83.5330044, 41.737506]",,0.0
F5756,ERIE,7/1/2004,,F5756,R J MARSHALL CO,48133.0,MONROE,"1740 ERIE RD, ERIE, MI","[-83.50670610000002, 41.794026]",,0.0
F5756,ERIE,8/30/2005,,F5756,R J MARSHALL CO,48133.0,MONROE,"1740 ERIE RD, ERIE, MI","[-83.50670610000002, 41.794026]",,0.0
F5756,ERIE,4/25/2006,,F5756,R J MARSHALL CO,48133.0,MONROE,"1740 ERIE RD, ERIE, MI","[-83.50670610000002, 41.794026]",,0.0
F5756,ERIE,6/8/2010,,F5756,R J MARSHALL CO,48133.0,MONROE,"1740 ERIE RD, ERIE, MI","[-83.50670610000002, 41.794026]",,0.0
P1151,ERIE,11/13/2020,,P1151,COVENANT CREMATION  & FUNERAL SOCIETY,48133.0,MONROE,"9150 SUDER AVENUE, ERIE, MI","[-83.4917633, 41.7791478]",,0.0
P0910,FLAT ROCK,7/26/2019,,P0910,F G ANGELO & SONS,48161.0,MONROE,"612 KAYE LANI AVENUE, MONROE, MI","[-83.4130899, 41.9167]",,0.0
P0910,MONROE,4/25/2018,,P0910,F G ANGELO & SONS,48161.0,MONROE,"612 KAYE LANI AVENUE, MONROE, MI","[-83.4130899, 41.9167]",,0.0
P0910,MONROE,5/2/2018,General PTI,P0910,F G ANGELO & SONS,48161.0,MONROE,"612 KAYE LANI AVENUE, MONROE, MI","[-83.4130899, 41.9167]",,0.0
P0910,MONROE,12/16/2019,,P0910,F G ANGELO & SONS,48161.0,MONROE,"612 KAYE LANI AVENUE, MONROE, MI","[-83.4130899, 41.9167]",,0.0
N7214,LASALLE,2/19/2003,,N7214,ROSELAWN MEMORIAL PARK,48145.0,MONROE,"13200 S DIXIE HWY, LASALLE, MI","[-83.4561044, 41.8603488]",,0.0
N8238,LASALLE,11/12/2009,,N8238,LIGHTHOUSE CONTRACTING SERVICES LLC,48145.0,MONROE,"4755 S OTTER CREEK, LASALLE, MI","[-83.4354441, 41.8502711]",,0.0
N7075,LUNA PIER,1/29/2002,General PTI,N7075,SPHINX PETROLEUM LLC,48157.0,MONROE,"4180 LUNA PIER ROAD, LUNA PIER, MI","[-83.4474207, 41.8103487]",,0.0
B4923,MAYBEE,10/15/2019,,B4923,STONECO INC,48159.0,MONROE,"6837 SCOFIELD RD, MAYBEE, MI","[-83.497294, 42.02084809999999]",B4923,2.0
B4923,MAYBEE,3/13/2009,,B4923,STONECO INC,48159.0,MONROE,"6837 SCOFIELD RD, MAYBEE, MI","[-83.497294, 42.02084809999999]",B4923,2.0
B4923,MAYBEE,10/11/2021,,B4923,STONECO INC,48159.0,MONROE,"6837 SCOFIELD RD, MAYBEE, MI","[-83.497294, 42.02084809999999]",B4923,2.0
B6622,MILAN,12/8/2017,,B6622,OPTA MINERALS,48160.0,MONROE,"345 E MAIN ST, MILAN, MI","[-83.6753573, 42.08204420000001]",,0.0
A4074,MONROE,12/12/1997,,A4074,IKO MONROE INC,48162.0,MONROE,"1151 W ELM AVE, MONROE, MI","[-83.4099823, 41.9254569]",,0.0
A4074,MONROE,5/20/1998,Revised,A4074,IKO MONROE INC,48162.0,MONROE,"1151 W ELM AVE, MONROE, MI","[-83.4099823, 41.9254569]",,0.0
A4074,MONROE,9/19/2005,,A4074,IKO MONROE INC,48162.0,MONROE,"1151 W ELM AVE, MONROE, MI","[-83.4099823, 41.9254569]",,0.0
B2816,MONROE,11/13/2001,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,11/13/2001,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,11/13/2001,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,11/13/2001,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,3/23/2005,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,11/15/2005,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,3/3/2006,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,8/28/2006,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,7/16/2008,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,9/4/2014,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,11/17/2015,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,1/16/2019,Rolled into ROP,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,2/26/2020,,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B2816,MONROE,10/11/2021,,B2816,DTE ELECTRIC COMPANY - MONROE POWER PLANT,48161.0,MONROE,"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]",B2816,4.0
B7061,MONROE,3/31/2006,Rolled into ROP,B7061,GERDAU MACSTEEL MONROE MILL,48161.0,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",B7061,4.0
B7061,MONROE,6/27/2007,Rolled into ROP,B7061,GERDAU MACSTEEL MONROE MILL,48161.0,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",B7061,4.0
B7061,MONROE,5/8/2012,,B7061,GERDAU MACSTEEL MONROE MILL,48161.0,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",B7061,4.0
B7061,MONROE,10/27/2014,Revised,B7061,GERDAU MACSTEEL MONROE MILL,48161.0,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",B7061,4.0
B7061,MONROE,10/29/2018,,B7061,GERDAU MACSTEEL MONROE MILL,48161.0,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",B7061,4.0
B7061,MONROE,10/13/2021,,B7061,GERDAU MACSTEEL MONROE MILL,48161.0,MONROE,"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]",B7061,4.0
N3849,MONROE,8/5/1999,General PTI,,,,,,,,
N5675,MONROE,7/24/2007,,N5675,SPARTAN STEEL COATING,48162.0,MONROE,"3300 WOLVERINE DR, MONROE, MI","[-83.34975399999999, 41.9607243]",N5675,2.0
N5675,MONROE,10/2/2017,,N5675,SPARTAN STEEL COATING,48162.0,MONROE,"3300 WOLVERINE DR, MONROE, MI","[-83.34975399999999, 41.9607243]",N5675,2.0
N5778,MONROE,3/11/2021,,N5778,"CADILLAC ASPHALT, LLC",48161.0,MONROE,"15203 S TELEGRAPH, MONROE, MI","[-83.4379876, 41.891408]",N5778,1.0
N6169,MONROE,6/10/2021,,N6169,PIONEER METAL FINISHING,48162.0,MONROE,"525 TERNES DR, MONROE, MI","[-83.3678365, 41.917548]",,0.0
N6452,MONROE,3/26/2002,,N6452,ADVANCED HEAT TREAT CORP,48162.0,MONROE,"1625 ROSE ST, MONROE, MI","[-83.3670016, 41.9205874]",N6452,2.0
N6542,MONROE,7/12/2011,,,,,,,,,
N6543,MONROE,11/12/1998,,N6543,MONROE CO ANIMAL CONTROL,48161.0,MONROE,"911 S RAISINVILLE RD, MONROE, MI","[-83.4625629, 41.9266505]",,0.0
N7012,MONROE,6/17/2003,,N7012,MID-AMERICAN RECYCLERS INC.     (MARTEQ),48161.0,MONROE,"425 BORCHERT PARK DRIVE, MONROE, MI","[-83.36839560000001, 41.8972322]",,0.0
P0073,MONROE,11/7/2014,,P0073,VENTOWER INDUSTRIES LLC,48161.0,MONROE,"111 BORCHERT PARK DRIVE, MONROE, MI","[-83.3694226, 41.894862]",P0073,1.0
P1170,MONROE,4/7/2021,,P1170,YANFENG GLOBAL AUTOMOTIVE,48162.0,MONROE,"1833 FRENCHTOWN CENTER DRIVE, MONROE, MI","[-83.3505528, 41.9337595]",,0.0
B4321,NEWPORT,9/16/2004,Rolled into ROP,B4321,DTE ELECTRIC COMPANY - FERMI ENERGY CENTER,48166.0,MONROE,"6400 NORTH DIXIE HIGHWAY, NEWPORT, MI","[-83.2897057, 41.9688627]",B4321,5.0
B4321,NEWPORT,12/8/2016,Rolled into ROP,B4321,DTE ELECTRIC COMPANY - FERMI ENERGY CENTER,48166.0,MONROE,"6400 NORTH DIXIE HIGHWAY, NEWPORT, MI","[-83.2897057, 41.9688627]",B4321,5.0
B4321,NEWPORT,6/1/2017,Rolled into ROP,B4321,DTE ELECTRIC COMPANY - FERMI ENERGY CENTER,48166.0,MONROE,"6400 NORTH DIXIE HIGHWAY, NEWPORT, MI","[-83.2897057, 41.9688627]",B4321,5.0
N3597,NEWPORT,8/17/2020,,N3597,STONECO NEWPORT,48166.0,MONROE,"7250 REAUME RD, NEWPORT, MI","[-83.2332229, 42.007962]",,0.0
N3597,NEWPORT,6/21/2021,,N3597,STONECO NEWPORT,48166.0,MONROE,"7250 REAUME RD, NEWPORT, MI","[-83.2332229, 42.007962]",,0.0
B4311,OTTAWA LAKE,8/24/2021,,B4311,ADM GRAIN CO - OTTAWA LAKE,49267.0,MONROE,"6801 E US 223, OTTAWA LAKE, MI","[-83.7096732, 41.7966647]",,0.0
B4922,OTTAWA LAKE,8/17/2020,,B4922,"STONECO INC, OTTAWA LAKE",49267.0,MONROE,"7555 WHITEFORD RD, OTTAWA LAKE, MI","[-83.6669865, 41.7511511]",B4922,2.0
N1536,OTTAWA LAKE,2/6/2014,,N1536,"GERKEN MATERIALS, INC. HMA PLANT #22",49627.0,MONROE,"5100 W STERNS RD, OTTAWA LAKE, MI","[-83.6669138, 41.7489685]",N1536,1.0
N2735,OTTAWA LAKE,12/11/2000,,,,,,,,,
N7976,OTTAWA LAKE,2/8/2008,General PTI,N7976,OTTAWA LAKE CO OP ELEVATOR CO,49267.0,MONROE,"7433 LYNCH RD, OTTAWA LAKE, MI","[-83.724521, 41.7374774]",,0.0
N7976,OTTAWA LAKE,1/18/2013,General PTI,N7976,OTTAWA LAKE CO OP ELEVATOR CO,49267.0,MONROE,"7433 LYNCH RD, OTTAWA LAKE, MI","[-83.724521, 41.7374774]",,0.0
P0724,OTTAWA LAKE,8/4/2016,General PTI,P0724,GEDDIS PAVING & EXCAVATING,49267.0,MONROE,"8000 JEFFS ROAD, OTTAWA LAKE, MI","[-83.6849824, 41.7610251]",,0.0
P1144,OTTAWA LAKE,9/22/2020,General PTI,P1144,"CARDINAL AGGREGATES, PORTABLE TROMMEL",49267.0,MONROE,"7555 WHITEFORD ROAD, OTTAWA LAKE, MI","[-83.6669865, 41.7511511]",,0.0
P0474,PETERSBURG,11/5/2013,General PTI,P0474,MID-AMERICAN GROUP,48166.0,MONROE,"8475 PORT SUNLIGHT ROAD, NEWPORT, MI","[-83.24577049999999, 42.0015352]",,0.0
N5916,RIGA,3/8/2013,,N5916,KINDER MORGAN UTOPIA LLC,49276.0,LENAWEE,"10743 STONE QUARRY ROAD, RIGA, MI","[-83.7469205, 41.808066]",,0.0
N5916,RIGA,12/21/2018,,N5916,KINDER MORGAN UTOPIA LLC,49276.0,LENAWEE,"10743 STONE QUARRY ROAD, RIGA, MI","[-83.7469205, 41.808066]",,0.0
N5916,RIGA,11/15/2019,,N5916,KINDER MORGAN UTOPIA LLC,49276.0,LENAWEE,"10743 STONE QUARRY ROAD, RIGA, MI","[-83.7469205, 41.808066]",,0.0
N7642,ROCKWOOD,8/1/2006,General PTI,N7642,BRADENBURG INDUSTRIAL SERVICE CO,48173.0,WAYNE,"21702 HURON RIVER DR., ROCKWOOD, MI","[-83.24262999999999, 42.066947]",,0.0
B8176,SAMARIA,12/15/2008,,B8176,MARATHON PIPE LINE LLC (SAMARIA),48177.0,MONROE,"2185 W. SAMARIA RD, SAMARIA, MI","[-83.60091539999999, 41.8054959]",B8176,1.0
B6447,SOUTH ROCKWOOD,10/26/2005,General PTI,B6447,"GREAT LAKES AGGREGATES, DENSE GRADED JAW PLANT",48179.0,MONROE,"5699 READY ROAD, S ROCKWOOD, MI","[-83.2707959, 42.0534786]",,0.0
N5241,SOUTH ROCKWOOD,4/30/2018,,N5241,"GREAT LAKES AGGREGATES, L.L.C. - SYLVANIA MINERALS",48179.0,MONROE,"5699 READY ROAD, S ROCKWOOD, MI","[-83.2707959, 42.0534786]",,0.0
N7618,SOUTH ROCKWOOD,5/6/2015,,N7618,GREAT LAKES AGGREGATES LLC TEREX FACILITY,48179.0,MONROE,"5699 READY RD, S ROCKWOOD, MI","[-83.2707959, 42.0534786]",,0.0
P1016,SOUTH ROCKWOOD,4/17/2019,General PTI,P1016,GREAT LAKES AGGREGATES - LIPPMANN PLANT,48001.0,MONROE,"5699 READY ROAD, S ROCKWOOD, MI","[-83.2707959, 42.0534786]",,0.0
B2590,TEMPERANCE,10/23/2000,,,,,,,,,
P0660,TEMPERANCE,5/24/2018,,P0660,"SUNRISE WINDOWS & DOORS, LTD.",48182.0,MONROE,"200 ENTERPRISE DR, TEMPERANCE, MI","[-83.555841, 41.7427441]",,0.0
F6726,CARSON CITY,2/10/2010,General PTI,F6726,CRYSTAL REFINING CO.,48811.0,MONTCALM,"801 N WILLIAMS ST, CARSON CITY, MI","[-84.8514048, 43.18073589999999]",,0.0
N6873,CARSON CITY,2/10/2003,Rolled into ROP,N6873,DTE ELECTRIC COMPANY - RENAISSANCE POWER PLANT,48811.0,MONTCALM,"950 N. DIVISION STREET, CARSON CITY, MI","[-84.84631, 43.1851804]",N6873,4.0
N6873,CARSON CITY,9/5/2006,Rolled into ROP,N6873,DTE ELECTRIC COMPANY - RENAISSANCE POWER PLANT,48811.0,MONTCALM,"950 N. DIVISION STREET, CARSON CITY, MI","[-84.84631, 43.1851804]",N6873,4.0
N6876,DAY TOWNSHIP,11/19/2000,,,,,,,,,
B2786,EDMORE,9/25/2002,,B2786,HITACHI MAGNETICS CORP,48829.0,MONTCALM,"7800 NEFF RD, EDMORE, MI","[-85.02432859999999, 43.4072283]",,0.0
N6935,EDMORE,5/14/2001,,,,,,,,,
N7347,EDMORE,8/4/2004,,N7347,"LAKELAND MILLS, INC.",48829.0,MONTCALM,"1 LAKELAND PLACE, EDMORE, MI","[-85.0293548, 43.4049758]",,0.0
B1737,GREENVILLE,9/2/1999,,B1737,KENT FOUNDRY CO.,48838.0,MONTCALM,"1413 CALLAGHAN ST., GREENVILLE, MI","[-85.2281716, 43.18603040000001]",B1737,2.0
B1737,GREENVILLE,4/6/2017,,B1737,KENT FOUNDRY CO.,48838.0,MONTCALM,"1413 CALLAGHAN ST., GREENVILLE, MI","[-85.2281716, 43.18603040000001]",B1737,2.0
B3624,GREENVILLE,10/8/2007,,,,,,,,,
