id,name_x,zip_code,county,full_address,geometry,fce,sar,violations,total,income_poverty_level,white_pct,black_pct,am_indian_ak_native_pct,asian_pct,hi_pc_islander_pct,other_pct,srn,approved,years,years_converted,fce_per_year
B1639,"W. SAGINAW STREET COMPLEX LANSING PLANT (2,3,6)",48917,INGHAM,"2801 W. SAGINAW ST., LANSING, MI","[-84.58484179999999, 42.7384697]",0.0,0.0,0.0,31682.0,9.8,73.7,13.9,0.7,5.9,0.0,5.7,B1639,2001-10-10,20.47406859826006,9.0,0.0
A1641,GENERAL MOTORS LANSING GRAND RIVER ASSEMBLY,48933,INGHAM,"920  TOWNSEND ST., LANSING, MI","[-84.5564515, 42.7235655]",4.0,5.0,0.0,2636.0,39.9,48.1,34.2,1.2,3.3,0.5,12.6,A1641,2000-12-19,21.28175116532167,9.0,0.4444444444444444
N8011,"MICHIGAN BELL TELEPHONE COMPANY, DBA AT&T MICHIGAN",48933,INGHAM,"221 N WASHINGTON SQUARE, LANSING, MI","[-84.552849, 42.7352696]",0.0,1.0,0.0,2636.0,39.9,48.1,34.2,1.2,3.3,0.5,12.6,N8011,2008-04-03,13.993442712718263,9.0,0.0
B1677,ALLNEX USA INC.,49001,KALAMAZOO,"2715 MILLER RD, KALAMAZOO, MI","[-85.5451255, 42.27125789999999]",2.0,3.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B1677,2018-03-29,4.008295858231175,4.008295858231175,0.4989651639344262
E4168,BORGESS MEDICAL CENTER,49001,KALAMAZOO,"1521 GULL RD, KALAMAZOO, MI","[-85.5605868, 42.3084515]",0.0,1.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,E4168,2009-11-16,12.372601764581066,9.0,0.0
N7195,COMSTOCK POINT BP,49001,KALAMAZOO,"6300 E. MICHIGAN AVE., KALAMAZOO, MI","[-85.5059596, 42.2882347]",0.0,0.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,N7195,2002-11-01,19.414498586555506,9.0,0.0
P0447,CYTEC,49001,KALAMAZOO,"3115 MILLER RD, KALAMAZOO, MI","[-85.5458092, 42.2703236]",0.0,1.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,P0447,2020-05-01,1.9165349048919553,1.9165349048919553,0.0
N7298,DOMESTIC UNIFORM RENTAL,49001,KALAMAZOO,"3401 COVINGTON RD., KALAMAZOO, MI","[-85.53820759999999, 42.2508466]",0.0,0.0,1.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,N7298,2020-03-11,2.0561681622483694,2.0561681622483694,0.0
B8574,EVERGREEN PACKAGING INC.,49001,KALAMAZOO,"2315 MILLER RD, KALAMAZOO, MI","[-85.5494688, 42.2678902]",2.0,0.0,3.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B8574,2016-10-21,5.442959129893153,5.442959129893153,0.36744718309859153
B1692,HECO,49001,KALAMAZOO,"3509 S. BURDICK STREET, KALAMAZOO, MI","[-85.57817390000001, 42.2561595]",0.0,0.0,1.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B1692,2015-05-15,6.880360308562119,6.880360308562119,0.0
B2992,MICHIGAN PAVING & MATERIALS CO. KALAMAZOO ASPHALT,49001,KALAMAZOO,"2000 GLENDENNING, KALAMAZOO, MI","[-85.54911539999999, 42.2713487]",1.0,1.0,1.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B2992,2009-03-27,13.013272004216377,9.0,0.1111111111111111
B0118,PARKER - AEROSPACE,49001,KALAMAZOO,"2220 PALMER AVE, KALAMAZOO, MI","[-85.5518815, 42.2693674]",0.0,0.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B0118,2014-07-11,7.72363566671458,7.72363566671458,0.0
B3610,"PHARMACIA & UPJOHN CO LLC, A SUBSIDIARY OF PFIZER",49001,KALAMAZOO,"7000  PORTAGE ROAD, KALAMAZOO, MI","[-85.55477669999999, 42.2107184]",4.0,13.0,1.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B3610,2000-03-09,22.062054662313393,9.0,0.4444444444444444
N7415,RIETH-RILEY CONSTRUCTION CO INC,49001,KALAMAZOO,"911 HATFIELD AVENUE, KALAMAZOO, MI","[-85.554817, 42.2831236]",1.0,1.0,3.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,N7415,2013-05-08,8.898197772712649,8.898197772712649,0.1123823076923077
P0279,"SUNOCO, INCORPORATED (R&M)",49001,KALAMAZOO,"4117 PORTAGE ROAD, KALAMAZOO, MI","[-85.56012260000001, 42.2463149]",0.0,0.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,P0279,2011-09-27,10.51082499982888,9.0,0.0
E2842,"TOP GRADE AGGREGATES, LLC",49001,KALAMAZOO,"700 NAZARETH ROAD, KALAMAZOO, MI","[-85.5332835, 42.2993236]",0.0,0.0,2.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,E2842,1999-09-09,22.560353737585302,9.0,0.0
N7570,WESTWOOD LUMBER SALES INC,49001,KALAMAZOO,"910 SHELDON COURT, KALAMAZOO, MI","[-85.56874789999999, 42.2851411]",0.0,1.0,0.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,N7570,2008-02-21,14.108434807011779,9.0,0.0
B7149,ZOETIS LLC,49001,KALAMAZOO,"2605 EAST KILGORE RD, KALAMAZOO, MI","[-85.5478602, 42.2462995]",0.0,1.0,1.0,20961.0,15.3,69.5,23.9,0.0,0.6,0.0,6.0,B7149,2017-06-13,4.799550983250854,4.799550983250854,0.0
P0425,LAKESHORE RECLAMATION & RESALE,49002,KALAMAZOO,"9702 PORTAGE ROAD, KALAMAZOO, MI","[-85.56804439999999, 42.1763588]",0.0,2.0,0.0,20510.0,8.7,87.7,4.9,0.5,1.7,0.0,5.1,P0425,2014-03-19,8.03575706551127,8.03575706551127,0.0
N7127,HOSPITAL NETWORK INC,49002,KALAMAZOO,"4510 COMMERCIAL AVENUE, PORTAGE, MI","[-85.53507019999999, 42.2237275]",0.0,0.0,1.0,20510.0,8.7,87.7,4.9,0.5,1.7,0.0,5.1,N7127,2005-11-15,16.375421808798265,9.0,0.0
N1396,KALAMAZOO STRIPPING & DERUSTING,49002,KALAMAZOO,"3921 E CENTRE STREET, PORTAGE, MI","[-85.5418275, 42.2019819]",0.0,0.0,0.0,20510.0,8.7,87.7,4.9,0.5,1.7,0.0,5.1,N1396,2001-05-02,20.91487162638521,9.0,0.0
N6261,"SUMMIT POLYMERS,  INC.  PLANT ONE",49002,KALAMAZOO,"4750 EXECUTIVE DR, PORTAGE, MI","[-85.53243169999999, 42.2261421]",2.0,2.0,0.0,20510.0,8.7,87.7,4.9,0.5,1.7,0.0,5.1,N6261,2021-11-15,0.37509325995742554,0.37509325995742554,5.332007299270073
A2005,BORROUGHS CORPORATION,49004,KALAMAZOO,"3002 N. BURDICK ST., KALAMAZOO, MI","[-85.58275569999999, 42.3215757]",0.0,0.0,0.0,16279.0,13.9,84.2,10.4,0.2,0.9,0.0,4.4,A2005,2003-02-03,19.157135327898587,9.0,0.0
B1679,AMERICAN PAPER MILLS OF MI LLC,49004,KALAMAZOO,"P.O. BOX 117, PARCHMENT, MI","[-85.5697296, 42.3280952]",0.0,0.0,0.0,16279.0,13.9,84.2,10.4,0.2,0.9,0.0,4.4,B1679,2013-04-09,8.977597075915316,8.977597075915316,0.0
P0926,"BENIPAL GAS FOOD MART, LLC",49006,KALAMAZOO,"3320 RAVINE ROAD, KALAMAZOO, MI","[-85.6294751, 42.3145688]",0.0,0.0,0.0,24556.0,36.4,74.0,14.4,0.2,4.0,0.0,7.5,P0926,2018-06-06,3.8193802747489682,3.8193802747489682,0.0
N7785,AT&T,49007,KALAMAZOO,"133 WEST LOVELL, KALAMAZOO, MI","[-85.5838809, 42.288279]",0.0,0.0,0.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,N7785,2007-07-11,14.724463883584194,9.0,0.0
E4169,BRONSON MEHODIST HOSPITAL,49007,KALAMAZOO,"601 JOHN ST, KALAMAZOO, MI","[-85.5802999, 42.2856526]",0.0,1.0,0.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,E4169,2011-02-11,11.135067797422261,9.0,0.0
B1678,GRAPHIC PACKAGING INTERNATIONAL LLC,49007,KALAMAZOO,"1500 N. PITCHER ST., KALAMAZOO, MI","[-85.5769681, 42.3066061]",3.0,4.0,10.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,B1678,1997-11-25,24.348207013148798,9.0,0.3333333333333333
B7546,HAMMOND ROTO-FINISH,49007,KALAMAZOO,"1600 DOUGLAS AVE, KALAMAZOO, MI","[-85.6021229, 42.3067796]",0.0,0.0,0.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,B7546,2012-09-11,9.552557547382904,9.0,0.0
B7990,HEXACOMB,49007,KALAMAZOO,"807 HARRISON, KALAMAZOO, MI","[-85.574778, 42.2998266]",0.0,0.0,0.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,B7990,2014-01-13,8.213721020965522,8.213721020965522,0.0
B1696,KALAMAZOO WATER RECLAMATION PLANT,49007,KALAMAZOO,"1415 N HARRISON ST., KALAMAZOO, MI","[-85.57431530000001, 42.3076562]",0.0,1.0,0.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,B1696,2000-10-04,21.489832097852798,9.0,0.0
N0991,WRIGHT COATING TECHNOLOGIES,49007,KALAMAZOO,"1603 NORTH PITCHER STREET, KALAMAZOO, MI","[-85.5792993, 42.3075408]",2.0,1.0,3.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,N0991,2017-02-23,5.10072075401959,5.10072075401959,0.39210144927536233
B4288,ZOETIS LLC,49007,KALAMAZOO,"333 PORTAGE STREET, KALAMAZOO, MI","[-85.5780935, 42.2895933]",2.0,2.0,0.0,9996.0,36.5,42.6,46.4,0.2,1.3,0.0,9.4,B4288,2015-05-01,6.918691006659959,6.918691006659959,0.2890720221606648
N7418,RICHARD-ALLAN SCIENTIFIC,49008,KALAMAZOO,"4481 CAMPUS DRIVE, KALAMAZOO, MI","[-85.6375455, 42.25835230000001]",1.0,2.0,0.0,15548.0,19.4,80.5,9.7,0.2,3.2,0.0,6.4,N7418,2015-03-13,7.052848450002395,7.052848450002395,0.1417866847826087
K2131,WESTERN MICHIGAN UNIVERSITY,49008,KALAMAZOO,"1903 WEST MICHIGAN AVE, KALAMAZOO, MI","[-85.6164235, 42.2860673]",2.0,3.0,2.0,15548.0,19.4,80.5,9.7,0.2,3.2,0.0,6.4,K2131,1998-11-13,23.381725839681856,9.0,0.2222222222222222
N6980,WMU ENERGY RESOURCE CENTER,49008,KALAMAZOO,"4701 CAMPUS DRIVE, KALAMAZOO, MI","[-85.6444794, 42.256135]",0.0,1.0,0.0,15548.0,19.4,80.5,9.7,0.2,3.2,0.0,6.4,N6980,2012-04-26,9.930388714347318,9.0,0.0
N5998,AGGREGATE INDUSTRIES - NB1 PORTABLE PLANT,49009,KALAMAZOO,"6000 WEST G AVENUE, KALAMAZOO, MI","[-85.6678922, 42.3324905]",0.0,0.0,2.0,44869.0,10.6,83.9,7.2,0.2,3.6,0.1,5.1000000000000005,N5998,2000-09-13,21.547328144999554,9.0,0.0
P1135,C2 EXCAVATING,49009,KALAMAZOO,"10 D AVE W, KALAMAZOO, MI","[-85.59066, 42.3770774]",0.0,0.0,0.0,44869.0,10.6,83.9,7.2,0.2,3.6,0.1,5.1000000000000005,P1135,2020-07-29,1.672861181269978,1.672861181269978,0.0
N1317,"GENERAL ELECTRIC CO., CARBOLOY SYSTEMS DEPT",49009,KALAMAZOO,"7694 WEST MICHIGAN AVENUE, KALAMAZOO, MI","[-85.66266, 42.2672899]",0.0,0.0,0.0,44869.0,10.6,83.9,7.2,0.2,3.6,0.1,5.1000000000000005,N1317,2011-11-07,10.398570812542353,9.0,0.0
P0946,LANGELAND CREMATION CENTER,49009,KALAMAZOO,"3926 SOUTH 9TH STREET, KALAMAZOO, MI","[-85.67840029999999, 42.2527448]",0.0,1.0,1.0,44869.0,10.6,83.9,7.2,0.2,3.6,0.1,5.1000000000000005,P0946,2019-01-02,3.2444198032813816,3.2444198032813816,0.0
N8298,NEXT DOOR OPERATIONS LLC,49009,KALAMAZOO,"5658 W MAIN ST, KALAMAZOO, MI","[-85.6597226, 42.2964522]",0.0,0.0,0.0,44869.0,10.6,83.9,7.2,0.2,3.6,0.1,5.1000000000000005,N8298,2009-07-22,12.692936884398721,9.0,0.0
P1129,ADVANCED ARCHITECTURAL PRODUCTS,49010,ALLEGAN,"959 INDUSTRIAL DRIVE, ALLEGAN, MI","[-85.8377057, 42.5467248]",0.0,0.0,0.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,P1129,2020-08-10,1.640006297186116,1.640006297186116,0.0
B7276,L PERRIGO CO,49010,ALLEGAN,"515 EASTERN AVENUE, ALLEGAN, MI","[-85.8374704, 42.5280548]",0.0,0.0,2.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,B7276,2019-12-27,2.2615111877725074,2.2615111877725074,0.0
N6727,MULTI PACKAGING SOLUTIONS,49010,ALLEGAN,"504 EASTERN AVENUE, ALLEGAN, MI","[-85.8366453, 42.5237915]",0.0,1.0,0.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,N6727,2011-07-06,10.738071281408926,9.0,0.0
B6256,RAPA ELECTRIC,49010,ALLEGAN,"1173 LINCOLN RD, ALLEGAN, MI","[-85.8035779, 42.5061172]",0.0,0.0,1.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,B6256,2009-05-14,12.881852467880929,9.0,0.0
P0897,ROPES COURSES INC.,49010,ALLEGAN,"248 NORTH STREET, ALLEGAN, MI","[-85.85007329999999, 42.5367398]",0.0,1.0,1.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,P0897,2018-03-01,4.084957254426853,4.084957254426853,0.0
P0254,ROPES COURSES INCORPORATED,49010,ALLEGAN,"1300 LINCOLN ROAD, ALLEGAN, MI","[-85.8299243, 42.512217]",0.0,1.0,1.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,P0254,2016-02-10,6.1383875096682345,6.1383875096682345,0.0
N7595,"STONECO OF MICHIGAN, PORTABLE PLANT 2 (MI MATERIAL",49010,ALLEGAN,"3641 108TH AVENUE, ALLEGAN, MI","[-85.96009300000001, 42.4804553]",0.0,0.0,0.0,17565.0,10.4,91.5,3.6,0.4,1.2,0.0,3.3000000000000003,N7595,2006-04-04,15.992114827819874,9.0,0.0
N8151,"VECTOR PIPELINE L.P., ATHENS COMPRESSOR STATION",49011,CALHOUN,"4981 2 MILE RD, ATHENS, MI","[-85.2567189, 42.14315759999999]",4.0,5.0,0.0,2269.0,10.2,94.7,2.2,0.6,0.0,0.0,2.4,N8151,2008-12-10,13.306228053964148,9.0,0.4444444444444444
N8330,BAKER CONCRETE AND EXCAVATION,49014,CALHOUN,"1008 RAYMOND RD, BATTLE CREEK, MI","[-85.140259, 42.3240686]",0.0,0.0,0.0,20682.0,15.2,82.2,10.3,1.0,2.0,0.0,4.5,N8330,2009-11-17,12.369863857574078,9.0,0.0
N7893,CITY OF BATTLE CREEK DEPARTMENT OF PUBLIC WORKS,49014,CALHOUN,"VERONA WATER TREATMENT PLANT, BATTLE CREEK, MI","[-85.14410939999999, 42.3387756]",0.0,0.0,0.0,20682.0,15.2,82.2,10.3,1.0,2.0,0.0,4.5,N7893,2007-10-23,14.439721554857389,9.0,0.0
A0563,KELLOGG USA INC.,49014,CALHOUN,"425 PORTER STREET, BATTLE CREEK, MI","[-85.15110899999999, 42.31824700000001]",1.0,1.0,0.0,20682.0,15.2,82.2,10.3,1.0,2.0,0.0,4.5,A0563,2018-05-11,3.890565856930669,3.890565856930669,0.2570320197044335
B1548,POST FOODS,49014,CALHOUN,"275 CLIFF STREET, BATTLE CREEK, MI","[-85.1605141, 42.3099545]",4.0,4.0,2.0,20682.0,15.2,82.2,10.3,1.0,2.0,0.0,4.5,B1548,1999-07-08,22.732841879025578,9.0,0.4444444444444444
N8322,SPEEDWAY SUPERAMERICA LLC (SSA 6318),49014,CALHOUN,"390 E MICHIGAN ST (STORE 6318), BATTLE CREEK, MI","[-85.1689251, 42.3129363]",0.0,0.0,0.0,20682.0,15.2,82.2,10.3,1.0,2.0,0.0,4.5,N8322,2009-09-10,12.556041534049296,9.0,0.0
N3303,DUNCAN AVIATION INC.,49015,CALHOUN,"15745 S AIRPORT RD, BATTLE CREEK, MI","[-85.2549447, 42.3009738]",2.0,1.0,1.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,N3303,2019-08-09,2.6448181687508985,2.6448181687508985,0.756195652173913
P0716,MDEQ-RRD REMEDIATION HELMER ROAD,49015,CALHOUN,"13255 HELMER ROAD S, BATTLE CREEK, MI","[-85.2383093, 42.2665623]",0.0,0.0,0.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,P0716,2016-07-19,5.700322388550073,5.700322388550073,0.0
N2074,MUSASHI AUTO PARTS - MICHIGAN INC.,49015,CALHOUN,"195 BRYDGES DRIVE, BATTLE CREEK, MI","[-85.2745107, 42.3430848]",0.0,0.0,1.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,N2074,2000-08-10,21.640416983237163,9.0,0.0
N7968,OMEGA CASTINGS,49015,CALHOUN,"301 FRITZ KEIPER BLVD, BATTLE CREEK, MI","[-85.2902312, 42.334559]",0.0,1.0,1.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,N7968,2019-02-27,3.0910970108900253,3.0910970108900253,0.0
P0213,WALTERS DIMMICK PETROLEUM,49015,CALHOUN,"2802 CAPITOL AVE SW, BATTLE CREEK, MI","[-85.19897739999999, 42.2607894]",0.0,0.0,0.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,P0213,2011-03-01,11.085785471296468,9.0,0.0
P0252,WALTERS-DIMMICK PETROLEUM INC.,49015,CALHOUN,"4954 W COLUMBIA AVENUE, BATTLE CREEK, MI","[-85.2936253, 42.2744863]",0.0,0.0,0.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,P0252,2011-06-23,10.773664072499777,9.0,0.0
N6337,TRI K CYLINDER SERVICE INC,49015,CALHOUN,"4539 WAYNE RD, SPRINGFIELD, MI","[-85.2711559, 42.3301673]",0.0,1.0,1.0,27324.0,15.4,79.3,7.3,0.8,5.6,0.1,7.0,N6337,1999-03-31,23.00389467271744,9.0,0.0
N3655,BRONSON BATTLE CREEK,49017,CALHOUN,"300 NORTH AVE, BATTLE CREEK, MI","[-85.1783926, 42.331414]",0.0,0.0,0.0,20937.0,14.6,82.0,9.8,0.7,0.2,0.0,7.2,N3655,2008-01-07,14.231640622326262,9.0,0.0
N5686,CENTRAL MICHIGAN CREMATORY,49017,CALHOUN,"15150 6 1/2 MILE RD, BATTLE CREEK, MI","[-85.1687958, 42.29227410000001]",0.0,1.0,1.0,20937.0,14.6,82.0,9.8,0.7,0.2,0.0,7.2,N5686,2009-11-06,12.39998083465095,9.0,0.0
B1534,"GRAPHIC PACKAGING INTERNATIONAL, LLC",49017,CALHOUN,"79 EAST FOUNTAIN STREET, BATTLE CREEK, MI","[-85.1856801, 42.3159061]",3.0,4.0,2.0,20937.0,14.6,82.0,9.8,0.7,0.2,0.0,7.2,B1534,2000-01-13,22.21537745470475,9.0,0.3333333333333333
A0614,MELLING ENGINEERED ALUMINUM CASTINGS,49017,CALHOUN,"1146 N RAYMOND RD, BATTLE CREEK, MI","[-85.1407929, 42.3298601]",0.0,1.0,0.0,20937.0,14.6,82.0,9.8,0.7,0.2,0.0,7.2,A0614,2009-02-17,13.11731247048194,9.0,0.0
M3430,OAK HILL CEMETERY CO,49017,CALHOUN,"255 SOUTH AVE, BATTLE CREEK, MI","[-85.1794219, 42.3080363]",0.0,2.0,0.0,20937.0,14.6,82.0,9.8,0.7,0.2,0.0,7.2,M3430,1999-08-17,22.62332559874604,9.0,0.0
N8313,SENIOR OIL INC,49017,CALHOUN,"2410 MICHIGAN AVE WEST, BATTLE CREEK, MI","[-85.24887939999999, 42.3505449]",0.0,0.0,0.0,20937.0,14.6,82.0,9.8,0.7,0.2,0.0,7.2,N8313,2009-08-20,12.613537581196054,9.0,0.0
N5720,CHENEY LIMESTONE CO,49021,EATON,"9400 SAND RD, BELLEVUE, MI","[-85.03577440000001, 42.4331675]",0.0,2.0,0.0,6364.0,9.3,93.4,3.0,0.3,0.1,0.0,3.1,N5720,2018-03-13,4.0521023703429915,4.0521023703429915,0.0
P0340,"ALUTECH, LLC",49022,BERRIEN,"1320 PAW PAW AVE, BENTON HARBOR, MI","[-86.44434969999999, 42.1390655]",0.0,1.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,P0340,2020-04-03,1.9931963010876335,1.9931963010876335,0.0
P0312,CREMATION OF SW MICHIGAN,49022,BERRIEN,"1997 MEADOWBROOK RD, BENTON HARBOR, MI","[-86.4098322, 42.08016689999999]",0.0,1.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,P0312,2014-06-03,7.827676132980144,7.827676132980144,0.0
N3694,FREEDOM FINISHING,49022,BERRIEN,"2755 MEADOWBROOK RD, BENTON HARBOR, MI","[-86.39186459999999, 42.07971999999999]",0.0,1.0,1.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N3694,2001-08-07,20.649294646707325,9.0,0.0
A0404,GAST MFG CORP,49022,BERRIEN,"2300 M139, BENTON HARBOR, MI","[-86.4381834, 42.0760688]",0.0,1.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,A0404,2004-09-07,17.563673449831278,9.0,0.0
B8400,HERB SWAN,49022,BERRIEN,"500 PAW PAW AVE., BENTON HARBOR, MI","[-86.44826259999999, 42.1232604]",0.0,0.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,B8400,2004-09-21,17.525342751733437,9.0,0.0
N3747,"JVIS MFG., LLC",49022,BERRIEN,"1285 N CRYSTAL AVE, BENTON HARBOR, MI","[-86.4160416, 42.1364904]",1.0,1.0,2.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N3747,2018-07-24,3.6879607384135196,3.6879607384135196,0.27115256124721604
N2802,LECO CORPORATION,49022,BERRIEN,"1920 YORE AVENUE, BENTON HARBOR, MI","[-86.39021199999999, 42.08209799999999]",0.0,1.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N2802,2007-03-23,15.02563365435293,9.0,0.0
N0630,MARTIN BROS MILL AND FOUNDRY SUPPLY CO.,49022,BERRIEN,"291 HINKLEY ST, BENTON HARBOR, MI","[-86.4613035, 42.1163876]",0.0,0.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N0630,2005-02-17,17.117394607692148,9.0,0.0
N6422,MODAR INC,49022,BERRIEN,"1394 E EMPIRE, BENTON HARBOR, MI","[-86.425888, 42.1003479]",0.0,0.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N6422,2021-03-24,1.0212393136067133,1.0212393136067133,0.0
B1501,NATIONAL ZINC PROCESSORS INC,49022,BERRIEN,"1256 MILTON ST, BENTON HARBOR, MI","[-86.4384206, 42.0949874]",0.0,0.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,B1501,2006-10-17,15.455485054450126,9.0,0.0
A0301,OLD EUROPE CHEESE,49022,BERRIEN,"1330 E EMPIRE AVE, BENTON HARBOR, MI","[-86.4279045, 42.1002948]",0.0,1.0,1.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,A0301,2009-04-01,12.999582469181433,9.0,0.0
B5838,"RIETH RILEY CONSTRUCTION CO., INC.",49022,BERRIEN,"1589 TOWNLINE RD, BENTON HARBOR, MI","[-86.41995670000001, 42.0740748]",2.0,2.0,2.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,B5838,2014-05-21,7.863268924070994,7.863268924070994,0.25434714484679666
N0931,SUMMIT INDUSTRIAL COATINGS,49022,BERRIEN,"2200 EAST EMPIRE AVENUE, BENTON HARBOR, MI","[-86.404929, 42.10037699999999]",0.0,0.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N0931,2012-11-08,9.39375894097757,9.0,0.0
N5540,TECH NICKEL  INC,49022,BERRIEN,"1200 S CRYSTAL AVE, BENTON HARBOR, MI","[-86.4183353, 42.0963703]",0.0,1.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N5540,2001-12-13,20.298842549812797,9.0,0.0
B6608,THELAMCO INC,49022,BERRIEN,"1202 TERRITORIAL RD, BENTON HARBOR, MI","[-86.4280627, 42.1217478]",2.0,1.0,2.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,B6608,2011-04-04,10.992696633058857,9.0,0.2222222222222222
N1686,"JOMAR, INC.",49022,BERRIEN,"1090 S CRYSTAL AVE, BENTON TWP, MI","[-86.41896799999999, 42.09855080000001]",0.0,0.0,0.0,30927.0,32.6,42.3,52.5,0.1,0.2,0.1,4.9,N1686,2013-03-06,9.070685914152925,9.0,0.0
N7979,WILLIAM DICKERSON TRUCKING INC,49026,VAN BUREN,"212 S VAN BUREN ST, BLOOMINGDALE, MI","[-85.9579758, 42.3804329]",0.0,1.0,1.0,2310.0,11.3,86.3,8.8,0.3,0.0,0.0,4.6,N7979,2008-03-12,14.05367666687201,9.0,0.0
A0547,BRONSON PLATING CO,49028,BRANCH,"135 INDUSTRIAL AVENUE, BRONSON, MI","[-85.19426899999999, 41.87970869999999]",0.0,1.0,0.0,6166.0,15.4,95.2,0.2,0.2,0.2,0.2,3.9,A0547,1999-11-19,22.36596234008912,9.0,0.0
N7255,CRONKHITE VAULT SERVICE,49028,BRANCH,"371 INDUSTRIAL AVENUE, BRONSON, MI","[-85.18782569999999, 41.8810101]",0.0,1.0,0.0,6166.0,15.4,95.2,0.2,0.2,0.2,0.2,3.9,N7255,2003-06-04,18.825848580052977,9.0,0.0
P0862,HARVEST OAK MANUFACTURING,49028,BRANCH,"804 NORTH MATTESON STREET, BRONSON, MI","[-85.19470869999999, 41.8799979]",0.0,0.0,1.0,6166.0,15.4,95.2,0.2,0.2,0.2,0.2,3.9,P0862,2018-07-17,3.707126087462439,3.707126087462439,0.0
N2777,"REMINGTON SEEDS, LLC",49030,SAINT JOSEPH,"28060 FINDLEY ROAD, BURR OAK, MI","[-85.4093475, 41.8974876]",0.0,0.0,0.0,2392.0,11.4,95.2,0.7,0.0,0.7,0.0,3.4000000000000004,N2777,2018-10-05,3.488093526903359,3.488093526903359,0.0
A0703,AXIUM GROUP LLC,49031,CASS,"708 SHERMAN, CASSOPOLIS, MI","[-86.00256949999999, 41.9059551]",4.0,1.0,4.0,7471.0,15.6,80.8,13.5,0.9,0.8,0.0,4.0,A0703,2017-06-05,4.821454239306762,4.821454239306762,0.829625212947189
P0448,POSTLE ALUMINUM,49031,CASS,"201 N EDWARDS STREET, CASSOPOLIS, MI","[-85.9943756, 41.9142053]",3.0,2.0,3.0,7471.0,15.6,80.8,13.5,0.9,0.8,0.0,4.0,P0448,2013-08-29,8.588814280922948,8.588814280922948,0.3492915205610456
