company,address,srn,approved
"LACKS ENTERPRISES, INC",4375 52ND STREET SE,N2079,10/31/2005
"LACKS ENTERPRISES, INC",4375 52ND STREET SE,N2079,12/9/2010
"LACKS ENTERPRISES, INC",4375 52ND STREET SE,N2079,3/17/2022
"LACKS INDUSTRIES, INC",4375 52ND STREET SE,N2079,6/22/2010
"LACKS INDUSTRIES, INC",4375 52ND STREET SE,N2079,1/31/2017
"LACKS INDUSTRIES, INC",4375 52ND STREET SE,N2079,1/3/2020
"LACKS INDUSTRIES, INC",4375 52ND STREET SE,N2079,3/29/2021
MID-MICHIGAN RUBBER COMPANY,415 W CUSHMAN STREET,N2080,4/8/2011
LEPRINO FOODS COMPANY,4700 RICH STREET,N2085,1/8/2004
LEPRINO FOODS COMPANY,4700 RICH STREET,N2085,8/8/2005
LEPRINO FOODS COMPANY,4700 RICH STREET,N2085,9/9/2019
"OMIMEX ENERGY, INC",SW 1/4 SE 1/4 SEC 2,N2096,10/16/2007
HIGHWOOD DIE & ENGINEERING,5225 WILLIAMS LAKE ROAD,N2112,7/29/2015
CREATIVE FOAM CORPORATION,300 N ALLOY DRIVE,N2115,8/3/2004
BUNTING SAND & GRAVEL,3247 COOK ROAD,N2133,6/28/2005
"I I STANLEY COMPANY, INC",1500 HILL BRADY ROAD,N2137,6/10/2019
"I I STANLEY COMPANY, INC",1500 HILL BRADY ROAD,N2137,11/24/2020
NORTH AMERICA FUEL SYSTEMS,4232 BROCKTON DRIVE,N2145,11/20/2013
"WEST MICHIGAN MOLDING, INC",1425 AERIAL VIEW DRIVE,N2146,9/29/2014
KERKAU MANUFACTURING,910 TRUMAN PARKWAY,N2147,12/22/2020
"NOVARES US, LLC",1301 MCPHERSON PARK DRIVE,N2148,1/22/2003
MID-MICHIGAN RECYCLING,G5310 N DORT HIGHWAY,N2150,7/24/2013
"SLEEPY HOLLOW PET CEMETARY,",2755 64TH STREET SW,N2153,9/21/2001
"SLEEPY HOLLOW PET CEMETARY,",2755 64TH STREET SW,N2153,5/25/2004
"SLEEPY HOLLOW PET CEMETERY,",2755 64TH STREET SW,N2153,12/17/2013
"SLEEPY HOLLOW PET CEMETERY,",2755 64TH STREET SW,N2153,11/13/2017
DAIMLERCHRYSLER CORPORATION,2101 CONNER STREET -,N2155,5/29/2001
DAIMLERCHRYSLER CORPORATION,2101 CONNER STREET -,N2155,5/29/2001
DAIMLERCHRYSLER CORPORATION,2101 CONNER STREET -,N2155,10/8/2002
DAIMLERCHRYSLER CORPORATION,2101 CONNER STREET -,N2155,10/5/2004
DAIMLERCHRYSLER CORPORATION,2101 CONNER STREET -,N2155,4/19/2010
"FCA US, LLC",4000 SAINT JEAN STREET -,N2155,10/30/2020
"FCA US, LLC",2101 CONNER STREET -,N2155,5/12/2021
DEVEREAUX SAWMILL,2872 N HUBBARDSTON ROAD,N2157,6/24/2002
DEVEREAUX SAWMILL,2872 N HUBBARDSTON ROAD,N2157,5/12/2005
DEVEREAUX SAWMILL,2872 N HUBBARDSTON ROAD,N2157,7/22/2020
DEVEREAUX SAWMILL,2872 N HUBBARDSTON ROAD,N2157,3/30/2022
BOWERS MANUFACTURING,6565 S SPRINKLE ROAD,N2170,7/19/1999
WKW EXTRUSION ERBSLOEH,6565 S SPRINKLE ROAD,N2170,3/3/2020
RIETH-RILEY CONSTRUCTION,3401 LANDFILL ROAD,N2184,5/26/2011
GRUPO ANTOLIN HOWELL,3705 W GRAND RIVER AVENUE -,N2198,1/6/2016
FRANKLIN METAL TRADING,609 TUPPER LAKE STREET,N2199,9/26/2018
"BANKS HARDWOODS, INC",69937 M-103,N2206,11/8/2018
CENTURY SUN METAL TREATING,2411 W AERO PARK COURT,N2213,5/7/1997
CENTURY SUN METAL TREATING,2411 W AERO PARK COURT,N2213,8/5/1998
CENTURY SUN METAL TREATING,2411 W AERO PARK COURT,N2213,3/2/2001
"GILREATH NORTH, INC",1 ALTAIR DRIVE,N2239,4/22/2003
"KIRTLAND PRODUCTS, LLC",1 ALTAIR DRIVE - ARETE,N2239,7/15/2016
"TUSCOLA ENERGY, INC",BRADLEYVILLE ROAD,N2259,9/6/2011
CRANBROOK EDUCATIONAL,39221 WOODWARD AVENUE,N2281,6/25/2015
"ENAMELITE INDUSTRIES, LLC",3829 ROGER B CHAFFEE BLVD SE,N2283,5/12/2014
"BENTELER INDUSTRIES, INC",9000 E MICHIGAN AVENUE,N2286,1/18/2001
TRANSTAR AUTOBODY,2040 HEISERMAN DRIVE,N2311,4/5/2012
TOWNS BROTHERS,5594 6TH STREET,N2313,10/11/2012
"GREAT LAKE WOODS, INC",3303 JOHN F DONNELLY DRIVE,N2330,2/12/2013
"INALFA ROOF SYSTEMS, INC",1370 PACIFIC DRIVE,N2332,10/26/2004
ITW FOILS,1011 INDUSTRIAL AVENUE,N2344,11/21/2007
"NCP COATINGS, LLC",225 FORT STREET,N2352,11/2/2017
"TRMI, INC",100 HILL BRADY ROAD,N2354,7/1/2020
"PYRAMID PEAK COATINGS, LCC",630 S CHESTNUT STREET,N2362,12/3/2020
"DGP, INC",3260 FENNER STREET,N2383,3/17/2004
"FINISHING TOUCH, INC",191 SIMPSON DRIVE,N2384,8/17/2006
GRAYLING GENERATING STATION,4400 W 4 MILE ROAD,N2388,9/18/2001
GRAYLING GENERATING STATION,4400 W 4 MILE ROAD,N2388,10/10/2007
"TOP GRADE AGGREGATES, LLC",2359 IVANREST AVENUE SW,N2399,9/23/2016
"FOREST LAWN LANDFILL, INC",8230 W FOREST LAWN ROAD,N2407,4/19/2005
SHAW ENVIRONMENTAL,8230 W FOREST LAWN ROAD,N2407,12/20/2012
"PLASTI PAINT, INC",801 WOODSIDE DRIVE,N2422,5/19/2017
"PLASTI PAINT, INC",705 W JACKSON ROAD,N2422,12/6/2019
"GREAT LAKES COMPOSITE, LLC",401 S DELANEY ROAD,N2430,12/9/2020
"OWOSSO COMPOSITE, LLC",401 S DELANEY ROAD,N2430,8/29/2018
"A G SIMPSON (USA), INC",6640 STERLING DRIVE SOUTH,N2432,9/9/2021
"A G SIMPSON, INC",6640 STERLING DRIVE SOUTH,N2432,4/8/2008
"N D INDUSTRIES, INC",1893 BARRETT ROAD,N2440,7/24/2006
BREITBURN MANAGEMENT,"SE 1/4 SEC 21, T27N, R8W",N2455,3/9/2005
MAPLE MACHINERY dba,835 STEPHENSON HIGHWAY,N2460,11/25/2013
"ATMOSPHERE ANNEALING, LLC",209 W MOUNT HOPE AVENUE,N2473,5/13/2019
"FINISHING SERVICES, INC",877 ANN STREET,N2474,11/15/2017
"MARCH COATINGS, INC",160 SUMMIT STREET,N2497,12/4/2001
"MARCH COATINGS, INC",160 SUMMIT STREET,N2497,5/24/2004
"MARCH COATINGS, INC",SUMMIT STREET,N2497,7/9/2007
"SPARTAN FIRE, LLC",1663 REYNOLDS ROAD,N2503,7/15/2009
"BENTELER INDUSTRIES, INC",3721 HAGEN DRIVE SE,N2525,2/9/1998
IMBRANDED,500 W LONG LAKE ROAD,N2528,2/10/2022
"DEMOLITION CONTRACTORS, INC",200 N PARK STREET NW,N2532,3/11/2003
WOODWARD FST,700 N CENTENNIAL STREET,N2547,4/3/2001
"WOODWARD, INC",700 N CENTENNIAL STREET,N2547,6/4/2019
"CAL GRINDING, INC",2525 14TH AVENUE,N2563,5/16/2018
"BRILLCAST, INC",3400 WENTWORTH DRIVE SW,N2570,6/16/2003
HOLLAND BOARD OF PUBLIC,491 E 48TH STREET,N2586,6/30/2000
HOLLAND BOARD OF PUBLIC,491 E 48TH STREET,N2586,1/26/2001
"MICHIGAN RUBBER PRODUCTS, INC",1600 HOLMAN STREET,N2588,6/16/2017
TOEFCO ENGINEERED COATING,1220 N 14TH STREET,N2610,9/10/2003
TOEFCO ENGINEERED COATING,1220 N 14TH STREET,N2610,9/29/2003
TOEFCO ENGINEERED COATING,1220 N 14TH STREET,N2610,9/29/2003
TOEFCO ENGINEERED COATING,1220 N 14TH STREET,N2610,9/29/2003
TOEFCO ENGINEERED COATING,1220 N 14TH STREET,N2610,3/17/2016
TOEFCO ENGINEERED COATING,1220 N 14TH STREET,N2610,10/3/2016
BEHR INDUSTRIES CORPORATION,1020 7 MILE ROAD NW,N2614,6/22/1999
BEHR INDUSTRIES CORPORATION,1020 7 MILE ROAD NW,N2614,9/24/2002
BEHR INDUSTRIES CORPORATION,1020 7 MILE ROAD NW,N2614,4/1/2004
BEHR INDUSTRIES CORPORATION,1020 7 MILE ROAD NW,N2614,5/17/2005
NBHX TRIM USA CORPORATION,1020 7 MILE ROAD NW,N2614,3/18/2013
NBHX TRIM USA CORPORATION,1020 7 MILE ROAD NW,N2614,6/20/2014
NBHX TRIM USA CORPORATION,1020 7 MILE ROAD NW,N2614,8/10/2018
SELLNER-BEHR CORPORATION,1020 7 MILE ROAD NW,N2614,9/15/2009
ACE ASPHALT & PAVING COMPANY,1750 RANGE ROAD,N2626,8/9/2006
"GREAT LAKES AGGREGATES, LLC",2240 AVON INDUSTRIAL DRIVE,N2627,8/18/2005
L C MATERIALS,8181 BOON ROAD,N2628,5/8/2017
BARRON INDUSTRIES,215 PLEXUS DRIVE,N2631,4/16/2009
J & L COLLISION,25825 GRATIOT AVENUE,N2642,10/14/2021
"PAYNE & DOLAN, INC",801 CLARK DRIVE,N2657,10/28/2021
"PIONEER CABINETRY, INC",301 W RISING STREET,N2664,12/3/2019
TENNECO AUTOMOTIVE,3901 WILLIS ROAD,N2668,6/25/2020
CONTINENTAL AUTOMOTIVE,2400 EXECUTIVE HILLS DRIVE,N2674,11/29/2011
ADVANCED DISPOSAL SERVICES,10690 6 MILE ROAD,N2688,4/13/2018
BROWNING-FERRIS GAS SERVICES,10611 5 MILE ROAD - ARBOR HILLS,N2688,11/18/1997
"GAS RECOVERY SYSTEMS, LLC",10611 5 MILE ROAD - ARBOR HILLS,N2688,3/4/2008
KAY AUTOMOTIVE GRAPHICS &,57 KAY INDUSTRIAL DRIVE,N2702,5/17/2013
KAY AUTOMOTIVE GRAPHICS &,57 KAY INDUSTRIAL DRIVE,N2702,12/21/2016
GEMINI PLASTICS,4385 GARFIELD STREET,N2710,6/29/2012
HENROB CORPORATION,30000 S HILL ROAD,N2712,8/5/2014
HENROB CORPORATION,30000 S HILL ROAD,N2712,11/10/2015
HENROB CORPORATION,30000 S HILL ROAD,N2712,11/10/2015
HENROB CORPORATION,54900 GRAND RIVER AVENUE,N2712,1/24/2017
TRIALON CORPORATION,3000 UNIVERSITY DRIVE -,N2721,9/15/2011
ODYSSEY INDUSTRIES,3020 INDIANWOOD ROAD,N2723,5/30/2017
SEBEWAING LIGHT & WATER DEPT,350 PINE STREET,N2726,3/12/2020
MIDWEST PRODUCTS FINISHING,6194 SECTION ROAD,N2735,12/11/2000
"REMINGTON SEEDS, LLC",28060 FINDLEY ROAD,N2777,10/5/2018
"AURIA SOLUTIONS, LTD",2001 CHRISTIAN B HAAS DRIVE,N2781,11/5/2019
"OERLIKON METCO (US), INC",1972 MEIJER DRIVE,N2785,1/11/2019
ELECTRO CHEMICAL FINISHING,2610 REMICO STREET SW,N2787,1/17/2020
LECO CORPORATION,1920 YORE AVENUE,N2802,3/23/2007
CENTRAL SANITARY LANDFILL,21545 CANNONSVILLE ROAD,N2804,5/4/2004
CENTRAL SANITARY LANDFILL,21545 CANNONSVILLE ROAD,N2804,7/7/2006
CENTRAL SANITARY LANDFILL,21545 CANNONSVILLE ROAD,N2804,10/16/2019
NORTH AMERICAN NATURAL,21545 CANNONSVILLE ROAD,N2804,6/16/2017
NORTH AMERICAN NATURAL,21545 CANNONSVILLE ROAD,N2804,4/5/2019
NORTH AMERICAN NATURAL,21545 CANNONSVILLE ROAD,N2804,10/4/2019
LEXAMAR CORPORATION,100 LEXAMAR DRIVE,N2812,5/8/2001
LEXAMAR CORPORATION,100 LEXAMAR DRIVE,N2812,12/19/2012
SHERIDAN PUBLISHING GRAND,5100 33RD STREET SE,N2829,6/4/2020
FISCHER BODY REFINISHING,1759 MAPLELAWN DRIVE,N2830,3/7/2011
C&C EXPANDED SANITARY,14800 P DRIVE NORTH,N2896,10/11/2012
"GAS RECOVERY SYSTEMS, LLC",14800 P DRIVE NORTH,N2896,6/26/2006
"GAS RECOVERY SYSTEMS, LLC",14800 P DRIVE NORTH,N2896,12/5/2006
CONSUMERS ENERGY COMPANY,8613 PINE ROAD - MUSKEGON,N2901,9/4/2001
CONSUMERS ENERGY COMPANY,8613 PINE ROAD - MUSKEGON,N2901,5/17/2021
"TAC MANUFACTURING, INC",4111 COUNTY FARM ROAD,N2908,10/25/2019
TOYOTA MOTOR ENGINEERING &,1555 WOODRIDGE ROAD,N2915,3/27/2014
TOYOTA MOTOR ENGINEERING &,1555 WOODRIDGE ROAD,N2915,2/22/2017
TOYOTA MOTOR ENGINEERING &,1555 WOODRIDGE ROAD,N2915,10/30/2017
TOYOTA MOTOR NORTH AMERICA,1555 WOODRIDGE ROAD,N2915,11/16/2018
"TOYOTA TECHNICAL CENTER USA,",1555 & 1588 WOODRIDGE ROAD,N2915,5/20/2008
WIRTZ MANUFACTURING,1105 24TH STREET,N2926,4/16/2010
WIRTZ MANUFACTURING,1105 24TH STREET,N2926,5/29/2014
CMS ANTRIM GAS COMPANY,"NW 1/4 SEC 17, T29N, R2W",N2940,5/20/1997
"CMS ANTRIM GAS, LLC",6250 OLD STATE ROAD,N2940,12/10/2002
"CMS ANTRIM GAS, LLC",6250 OLD STATE ROAD,N2940,5/20/2003
"DCP ANTRIM GAS, LLC",6250 OLD STATE ROAD,N2940,3/13/2015
"DCP ANTRIM GAS, LLC",6250 OLD STATE ROAD,N2940,3/25/2019
"DTE MICHIGAN HOLDINGS, INC","SEC 10, T29N, R2W",N2940,7/1/2004
EATON PROVING GROUND,19218 B DRIVE SOUTH,N2950,8/30/2017
CARGILL SALT - HERSEY,1395 135TH AVENUE,N2954,11/26/2019
MICHIGAN DEPT OF CORRECTIONS,16770 S WATERTOWER DRIVE -,N2955,1/12/2016
C REISS COAL COMPANY,1010 3RD AVENUE NORTH - NORTH,N2984,9/2/2016
CAST COATINGS,203 W SOUTHEASTERN AVENUE,N2990,11/19/2010
3M DETROIT ABRASIVES,11900 E 8 MILE ROAD,N2999,7/30/2021
EATON RAPIDS GAS STORAGE,3349 S WAVERLY ROAD,N3022,11/17/1997
EATON RAPIDS GAS STORAGE,3349 S WAVERLY ROAD,N3022,3/9/1999
"ELECTRO PLATING SERVICE, INC",945 E 10 MILE ROAD,N3023,10/26/2000
FEDERAL SCREW WORKS,34846 GODDARD ROAD,N3024,8/23/2004
EMERALD GRAPHICS,4949 GREENBROOKE DRIVE SE,N3044,1/5/2009
"EMERALD GRAPHICS, INC",4949 GREENBROOKE DRIVE SE,N3044,8/10/2012
"EMERALD GRAPHICS, INC",4949 GREENBROOKE DRIVE SE,N3044,12/10/2018
STRUCTURAL CONCEPTS,888 E PORTER ROAD,N3057,4/18/2019
SIMONDS INTERNATIONAL,120 E PERE MARQUETTE STREET,N3060,2/9/2018
M V METAL PRODUCTS &,9886 N TUDOR ROAD,N3068,8/4/2005
"ICG BERRIEN, INC",9864 CHURCH STREET,N3070,7/27/1998
"ICG BERRIEN, INC",9865 CHURCH STREET,N3070,3/23/2005
"COLORTEK, INC",2108 W SHAWNEE ROAD,N3074,11/20/2002
"MICHIGAN FOAM PRODUCTS, LLC",1820 CHICAGO DRIVE SW,N3078,10/20/2020
MASTERTAG,9350 WALSH ROAD,N3079,6/14/2010
TENNECO AUTOMOTIVE,904 INDUSTRIAL ROAD,N3111,8/31/2017
PRICEWALGREN,5041 68TH STREET SE - A DIVISION,N3135,12/10/2019
CHARLOTTE ANODIZING PRODUCTS,591 E PACKARD HIGHWAY,N3140,9/29/1998
"CARROLL PRODUCTS, INC",44056 PHOENIX DRIVE,N3143,8/17/2016
FLORACRAFT CORPORATION,1 LONGFELLOW PLACE,N3145,8/31/2012
PAW PAW PLATING,139 COMMERICAL AVENUE,N3146,9/10/2007
AMERICAN AGGREGATES OF,13017 BUNO ROAD,N3152,9/21/1999
CONOCOPHILIPS,625 ORCHARD LAKE ROAD,N3156,9/9/2011
UNITED FIXTURES / INTERLAKE,901 HOWARD STREET,N3164,6/26/2007
"STATE CRUSHING, INC",2260 AUBURN ROAD,N3171,7/27/2018
"WYATT SERVICES, INC",6425 SIMS DRIVE,N3175,4/19/2007
"AGGREGATE RESOURCES, INC",44TH STREET,N3177,1/23/2001
COBRA OIL & GAS CORPORATION,282 M-65,N3188,11/25/2013
BAY CITY ELECTRIC LIGHT &,619 S HENRY STREET,N3195,9/16/2015
"STONECO, INC",900 100TH STREET,N3203,10/26/2006
"PACKAGING PERSONIFIED, INC",122 S ASPEN STREET,N3205,10/12/2017
ELM PLATING COMPANY,1319 S ELM STREET,N3209,3/27/2001
ELM PLATING COMPANY,1319 S ELM STREET,N3209,10/13/2004
"GROUND EFFECTS, LLC",7000 19 MILE ROAD,N3213,9/25/2020
"TUSCOLA ENERGY, INC",GARNER ROAD JUST NORTH OF,N3228,7/13/2018
SIMPSON ENTERPRISES,55255 FRANKLIN STREET,N3233,6/3/2009
ERVIN TECHNOLOGIES,200 INDUSTRIAL DRIVE,N3246,12/1/2017
ERVIN TECHNOLOGIES,200 INDUSTRIAL DRIVE,N3246,8/8/2019
SUNSET VALLEY CREMATORY,1617 LEWIS STREET - MARQUETTE,N3247,7/26/2011
SUNSET VALLEY CREMATORY,1617 LEWIS STREET - MARQUETTE,N3247,5/15/2015
"MAC VALVES, INC",30569 BECK ROAD,N3254,10/24/2014
"MAY MEMORIAL, INC",1734 MICHIGAN ROAD,N3255,4/30/2008
DAPCO INDUSTRIES,2500 BISHOP CIRCLE EAST,N3267,3/2/1998
COLLINS & AIKMAN COMPANY,2100 DOVE STREET,N3277,1/23/2007
JOST INTERNATIONAL,1770 HAYES STREET,N3283,12/16/2005
"APC-JACKSON, LLC",2400 E HIGH STREET,N3293,9/22/2006
ENERGY DEVELOPMENTS,15550 68TH AVENUE,N3294,11/30/2021
GRANGER ELECTRIC COMPANY,15550 68TH AVENUE,N3294,9/8/2005
GRANGER ELECTRIC COMPANY,15550 68TH AVENUE,N3294,6/17/2011
GRANGER ELECTRIC COMPANY,15550 68TH AVENUE,N3294,8/5/2011
OTTAWA COUNTY FARMS LANDFILL,15550 68TH AVENUE,N3294,8/11/2008
OTTAWA COUNTY FARMS LANDFILL,15550 68TH AVENUE,N3294,6/23/2021
"DUNCAN AVIATION, INC",15745 S AIRPORT ROAD,N3303,8/9/2019
"POWDER COTE II, INC",60 N ROSE STREET,N3308,9/30/1997
"POWDER COTE II, INC",60 N ROSE STREET,N3308,11/6/1997
"POWDER COTE II, INC",60 N ROSE STREET,N3308,9/22/1998
"POWDER COTE II, INC",60 N ROSE STREET,N3308,3/5/2019
"BREWER SAND & GRAVEL, INC",877 CHICAGO DRIVE,N3312,3/3/2004
EMMET COUNTY ROAD,BENTLY STREET,N3320,5/14/1998
"PAYNE & DOLAN, INC",E 2491 WHITE PINE DRIVE,N3325,11/18/2021
BLUEBIRD ENTERPRISES,4008 N VAN DYKE ROAD,N3328,4/22/2019
"WILKIE BROTHERS CONVEYORS,",1765 MICHIGAN AVENUE,N3337,12/18/2014
"FINISHING SPECIALTIES, INC",44100 GROESBECK HIGHWAY,N3340,1/22/2001
MICHIGAN CONSOLIDATED GAS,250 MICHCON LANE - KALKASKA,N3341,1/18/2013
"TECHNO-COAT, INC",861 E 40TH STREET,N3355,3/7/2007
"TECHNO-COAT, INC",861 E 40TH STREET,N3355,3/21/2014
DTE ENERGY,12700 30 MILE ROAD,N3391,11/19/2013
DTE GAS COMPANY,12700 30 MILE ROAD -,N3391,1/28/2019
WASHINGTON 10 STORAGE,12700 30 MILE ROAD,N3391,5/4/2001
WASHINGTON 10 STORAGE,12700 30 MILE ROAD,N3391,1/20/2005
ARMALY BRANDS,1900 EASY STREET,N3409,5/15/2007
"LYMTAL INTERNATIONAL, INC",4150 S LAPEER ROAD,N3417,8/25/2015
OAKLAND UNIVERSITY,2200 N SQUIRREL ROAD,N3422,1/19/2016
"MEIJER, INC",1540 28TH STREET SE,N3445,2/3/1997
QUEST INDUSTRIAL CORPORATION,1995 E HAMILTON ROAD,N3501,6/10/2003
KRIST OIL COMPANY,303 SELDEN ROAD,N3507,2/19/2003
"M L CHARTIER, INC",5792 HOWEL ROAD,N3508,6/30/2003
"PAYNE & DOLAN, INC",801 CLARK DRIVE,N3512,11/18/2021
THUMB ELECTRIC COOPERATIVE,4151 UBLY ROAD,N3517,8/6/2012
"ZOETIS, LLC",5300 N 28TH STREET,N3519,12/9/2020
"MULTI PACKAGING SOLUTIONS, INC",5800 W GRAND RIVER AVENUE,N3531,3/10/2016
RELIANCE FINISHING COMPANY,1236 JUDD STREET SW,N3554,8/6/2008
RELIANCE FINISHING COMPANY,1236 JUDD STREET SW,N3554,2/1/2021
GENESEE POWER STATION LP,G5310 N DORT HIGHWAY,N3570,1/22/2007
GENESEE POWER STATION LP,G5310 N DORT HIGHWAY,N3570,6/1/2011
"GENESEE POWER STATION, LTD",G5310 N DORT HIGHWAY,N3570,3/2/2000
DOME PETROLEUM CORPORATION,1575 FRED MOORE HIGHWAY,N3581,3/1/2006
PLASTIC TRIM INTERNATIONAL,935 N AULERICH ROAD,N3592,12/30/2002
"PLASTIC TRIM INTERNATIONAL, INC",935 N AULERICH ROAD,N3592,4/30/2021
STONECO OF MICHIGAN,7250 REAUME ROAD - NEWPORT,N3597,8/17/2020
STONECO OF MICHIGAN,7250 REAUME ROAD - NEWPORT,N3597,6/21/2021
"JABIL CIRCUIT, INC",1700 ATLANTIC BLVD,N3622,1/16/2001
NEWBERRY WOOD ENTERPRISES,7300 N COUNTY ROAD 403,N3624,1/21/2020
"WYOMING ASPHALT PAVING, INC",46TH STREET N OF 64TH STREET -,N3626,2/12/2015
"G S MATERIALS, LLC",13500 ALLEN ROAD,N3631,3/8/2004
HARLAND SANITARY LANDFILL,3890 CAMP ROAD,N3634,3/6/2009
HARLAND SANITARY LANDFILL,3890 CAMP ROAD,N3634,10/26/2011
CROP PRODUCTION SERVICES,2122 STOUTENBERG STREET,N3640,10/2/2012
CROP PRODUCTION SERVICES,2122 STOUTENBERG STREET,N3640,1/23/2014
ROYAL TRUCK & TRAILER SALES,23660 SHERWOOD AVENUE,N3644,8/21/2015
BATTLE CREEK HEALTH SYSTEM,300 NORTH AVENUE,N3655,1/7/2008
MAGNESIUM PRODUCT OF AMERICA,2001 INDUSTRIAL DRIVE NORTH,N3677,8/3/1999
"DIVERSIFIED FABRICATORS, INC",21482 CARLO DRIVE,N3686,7/10/2015
"SERVISCREEN, INC",0-1811 CHICAGO DRIVE,N3687,7/20/2004
FREEDOM FINISHING,2755 MEADOWBROOK ROAD,N3694,1/10/2013
"FREEDOM FINISHING, INC",2755 MEADOWBROOK ROAD,N3694,8/7/2001
"SPEEDWAY SUPERAMERICA, LLC",5252 W MILLER ROAD - SSA #8752,N3718,11/19/2015
"JVIS MANUFACTURING, LLC",1285 N CRYSTAL AVENUE,N3747,7/24/2018
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,8/21/2006
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,4/30/2007
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,4/29/2008
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,12/6/2011
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,10/28/2016
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,7/19/2018
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,1/9/2019
"BELDING TANK TECHNOLOGIES, INC",200 N GOODING STREET,N3748,10/27/2020
"D & R FABRICATION, INC",200 N GOODING STREET,N3748,10/26/2001
"DECC COMPANY, INC",1266 WALLEN AVENUE SW,N3751,4/16/2009
"DECC COMPANY, INC",1266 WALLEN AVENUE SW,N3751,4/16/2009
"DECC COMPANY, INC",1266 WALLEN AVENUE SW,N3751,3/27/2019
ALTER TRADING CORP,100 STATE STREET,N3753,3/24/2015
"PARTRIDGE ENTERPRISES, INC",4705 INDUSTRIAL DRIVE,N3765,3/29/1999
"PARTRIDGE ENTERPRISES, INC",4705 INDUSTRIAL DRIVE,N3765,3/11/2002
"PARTRIDGE ENTERPRISES, INC",4705 INDUSTRIAL DRIVE,N3765,10/13/2005
"PARTRIDGE ENTERPRISES, INC",4705 INDUSTRIAL DRIVE,N3765,8/13/2009
"PARTRIDGE ENTERPRISES, INC",4705 INDUSTRIAL DRIVE,N3765,11/15/2015
"PARTRIDGE ENTERPRISES, INC",4705 INDUSTRIAL DRIVE,N3765,6/16/2021
PERRY MOUNT PARK CEMETERY,878 N PERRY STREET,N3768,3/20/2007
JOSEPH LUNGHAMER CHEVROLET,475 SUMMIT DRIVE,N3789,8/31/2015
EXXONMOBIL OIL CORPORATION,28890 GRATIOT AVENUE,N3837,5/1/2007
AMOCO OIL COMPANY,2560 E BELTLINE ROAD,N3841,10/24/2000
"BECKER METAL WORKS, INC",800 FRED MOORE HIGHWAY,N3842,1/7/2005
EAGLE VALLEY,600 W SILVER BELL ROAD,N3845,2/28/2022
"STONECO, INC",15203 S TELEGRAPH ROAD,N3849,8/5/1999
"Z D METAL PRODUCTS, INC",1950 FOCHTMAN INDUSTRIAL DRIVE,N3887,4/14/2016
NORTH AMERICAN NATURAL,3278 E COLBY STREET,N3893,3/29/2001
POREX TECHNOLOGIES,5301 S GRAHAM ROAD,N3900,8/30/2021
CONSUMERS ENERGY COMPANY,12201 PLEASANT LAKE ROAD -,N3920,11/30/2017
RESOLUTE FOREST PRODUCTS,701 4TH AVENUE,N3929,4/23/2015
ARCOSA SHORING PRODUCTS,8530 M-60 EAST,N3930,4/24/2006
ALCOTEC WIRE CORPORATION,2750 AERO PARK DRIVE,N3945,11/14/2006
"SPECIAL-LITE, INC",88448 COUNTY ROAD 668,N3983,4/14/2003
WILLIAM BEAUMONT HOSPITAL,44201 DEQUINDRE ROAD,N3987,1/27/2004
WILLIAM BEAUMONT HOSPITAL,44201 DEQUINDRE ROAD,N3987,4/10/2018
VINEWOOD CORPORATION,201 E VINEWOOD STREET,N3988,2/19/1999
RIETER AUTOMOTIVE N AMERICA,5593 NORTH STREET,N3989,7/2/1997
"WILLIS MANUFACTURING, INC",5593 NORTH STREET,N3989,3/12/2003
MORAN OLDSMOBILE,4511 24TH AVENUE - CADILLAC,N4013,9/25/2015
ACTIVE RADIATOR,24340 NORTHLINE ROAD,N4956,10/31/2007
MICHIGAN POWER LP,5795 W 6TH STREET,N4975,7/21/2000
MICHIGAN POWER LP,5795 W 6TH STREET,N4975,2/3/2006
"SACKNER PRODUCTS, INC",3232 KRAFT AVENUE SE,N4978,3/21/2002
WILBUR-ELLIS COMPANY,13813 MUNSON HIGHWAY,N4987,11/20/2001
WILBUR-ELLIS COMPANY,13813 MUNSON HIGHWAY,N4987,11/20/2001
L J GASCHO FURNITURE COMPANY,8308 HAIST ROAD,N4989,2/9/2015
"SUMMIT POLYMERS, INC",115 S LEJA DRIVE,N5044,1/6/2021
"PRECISION CONCEPTS, INC",109 E SANILAC ROAD,N5052,7/11/2007
USA JET,3921 ARROW STREET,N5053,3/24/1997
DONNELLY CORPORATION,700 S PARK DRIVE,N5056,11/28/2000
MAGNA DONNELLY CORPORATION,700 S PARK DRIVE,N5056,12/18/2006
MAGNA DONNELLY CORPORATION,700 S PARK DRIVE,N5056,2/26/2007
MAGNA MIRRORS CORPORATION,700 S PARK DRIVE,N5056,10/7/2010
MAGNA MIRRORS CORPORATION,700 S PARK DRIVE,N5056,5/18/2011
